;$FILEVERSION=1.1
;$STARTTIME=46190.6957282176
;
;   Generated by AI Simulation
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
   805)      3650.0  Rx         0106  8  23 DC 00 00 00 00 00 00
   806)      3650.0  Rx         0197  8  31 00 00 00 00 00 00 00
   807)      3660.0  Rx         0106  8  23 E8 00 00 00 00 00 00
   808)      3660.0  Rx         0197  8  31 00 00 00 00 00 00 00
   809)      3670.0  Rx         0106  8  23 F4 00 00 00 00 00 00
   810)      3670.0  Rx         0197  8  31 00 00 00 00 00 00 00
   811)      3680.0  Rx         0106  8  24 00 00 00 00 00 00 00
   812)      3680.0  Rx         0197  8  31 00 00 00 00 00 00 00
   813)      3690.0  Rx         0106  8  24 0C 00 00 00 00 00 00
   814)      3690.0  Rx         0197  8  31 00 00 00 00 00 00 00
   815)      3700.0  Rx         0106  8  24 18 00 00 00 00 00 00
   816)      3700.0  Rx         0197  8  31 00 00 00 00 00 00 00
   817)      3700.0  Rx         0280  8  00 00 7E 50 00 00 00 00
   818)      3700.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   819)      3710.0  Rx         0106  8  24 24 00 00 00 00 00 00
   820)      3710.0  Rx         0197  8  31 00 00 00 00 00 00 00
   821)      3720.0  Rx         0106  8  24 30 00 00 00 00 00 00
   822)      3720.0  Rx         0197  8  31 00 00 00 00 00 00 00
   823)      3730.0  Rx         0106  8  24 3C 00 00 00 00 00 00
   824)      3730.0  Rx         0197  8  31 00 00 00 00 00 00 00
   825)      3740.0  Rx         0106  8  24 48 00 00 00 00 00 00
   826)      3740.0  Rx         0197  8  31 00 00 00 00 00 00 00
   827)      3750.0  Rx         0106  8  24 54 00 00 00 00 00 00
   828)      3750.0  Rx         0197  8  32 00 00 00 00 00 00 00
   829)      3760.0  Rx         0106  8  24 60 00 00 00 00 00 00
   830)      3760.0  Rx         0197  8  32 00 00 00 00 00 00 00
   831)      3770.0  Rx         0106  8  24 6C 00 00 00 00 00 00
   832)      3770.0  Rx         0197  8  32 00 00 00 00 00 00 00
   833)      3780.0  Rx         0106  8  24 78 00 00 00 00 00 00
   834)      3780.0  Rx         0197  8  32 00 00 00 00 00 00 00
   835)      3790.0  Rx         0106  8  24 84 00 00 00 00 00 00
   836)      3790.0  Rx         0197  8  32 00 00 00 00 00 00 00
   837)      3800.0  Rx         0106  8  24 90 00 00 00 00 00 00
   838)      3800.0  Rx         0197  8  32 00 00 00 00 00 00 00
   839)      3800.0  Rx         0280  8  00 00 7E 50 00 00 00 00
   840)      3800.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   841)      3810.0  Rx         0106  8  24 9C 00 00 00 00 00 00
   842)      3810.0  Rx         0197  8  32 00 00 00 00 00 00 00
   843)      3820.0  Rx         0106  8  24 A8 00 00 00 00 00 00
   844)      3820.0  Rx         0197  8  32 00 00 00 00 00 00 00
   845)      3830.0  Rx         0106  8  24 B4 00 00 00 00 00 00
   846)      3830.0  Rx         0197  8  32 00 00 00 00 00 00 00
   847)      3840.0  Rx         0106  8  24 C0 00 00 00 00 00 00
   848)      3840.0  Rx         0197  8  32 00 00 00 00 00 00 00
   849)      3850.0  Rx         0106  8  24 CC 00 00 00 00 00 00
   850)      3850.0  Rx         0197  8  32 00 00 00 00 00 00 00
   851)      3860.0  Rx         0106  8  24 D8 00 00 00 00 00 00
   852)      3860.0  Rx         0197  8  32 00 00 00 00 00 00 00
   853)      3870.0  Rx         0106  8  24 E4 00 00 00 00 00 00
   854)      3870.0  Rx         0197  8  32 00 00 00 00 00 00 00
   855)      3880.0  Rx         0106  8  24 F0 00 00 00 00 00 00
   856)      3880.0  Rx         0197  8  33 00 00 00 00 00 00 00
   857)      3890.0  Rx         0106  8  24 FC 00 00 00 00 00 00
   858)      3890.0  Rx         0197  8  33 00 00 00 00 00 00 00
   859)      3900.0  Rx         0106  8  25 08 00 00 00 00 00 00
   860)      3900.0  Rx         0197  8  33 00 00 00 00 00 00 00
   861)      3900.0  Rx         0280  8  00 00 7E 50 00 00 00 00
   862)      3900.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   863)      3910.0  Rx         0106  8  25 14 00 00 00 00 00 00
   864)      3910.0  Rx         0197  8  33 00 00 00 00 00 00 00
   865)      3920.0  Rx         0106  8  25 20 00 00 00 00 00 00
   866)      3920.0  Rx         0197  8  33 00 00 00 00 00 00 00
   867)      3930.0  Rx         0106  8  25 2C 00 00 00 00 00 00
   868)      3930.0  Rx         0197  8  33 00 00 00 00 00 00 00
   869)      3940.0  Rx         0106  8  25 38 00 00 00 00 00 00
   870)      3940.0  Rx         0197  8  33 00 00 00 00 00 00 00
   871)      3950.0  Rx         0106  8  25 44 00 00 00 00 00 00
   872)      3950.0  Rx         0197  8  33 00 00 00 00 00 00 00
   873)      3960.0  Rx         0106  8  25 50 00 00 00 00 00 00
   874)      3960.0  Rx         0197  8  33 00 00 00 00 00 00 00
   875)      3970.0  Rx         0106  8  25 5C 00 00 00 00 00 00
   876)      3970.0  Rx         0197  8  33 00 00 00 00 00 00 00
   877)      3980.0  Rx         0106  8  25 68 00 00 00 00 00 00
   878)      3980.0  Rx         0197  8  33 00 00 00 00 00 00 00
   879)      3990.0  Rx         0106  8  25 74 00 00 00 00 00 00
   880)      3990.0  Rx         0197  8  33 00 00 00 00 00 00 00
   881)      4000.0  Rx         0106  8  25 80 00 00 00 00 00 00
   882)      4000.0  Rx         0197  8  34 00 00 00 00 00 00 00
   883)      4000.0  Rx         0280  8  00 00 7E 50 00 00 00 00
   884)      4000.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   885)      4010.0  Rx         0106  8  25 8C 00 00 00 00 00 00
   886)      4010.0  Rx         0197  8  34 00 00 00 00 00 00 00
   887)      4020.0  Rx         0106  8  25 98 00 00 00 00 00 00
   888)      4020.0  Rx         0197  8  34 00 00 00 00 00 00 00
   889)      4030.0  Rx         0106  8  25 A4 00 00 00 00 00 00
   890)      4030.0  Rx         0197  8  34 00 00 00 00 00 00 00
   891)      4040.0  Rx         0106  8  25 B0 00 00 00 00 00 00
   892)      4040.0  Rx         0197  8  34 00 00 00 00 00 00 00
   893)      4050.0  Rx         0106  8  25 BC 00 00 00 00 00 00
   894)      4050.0  Rx         0197  8  34 00 00 00 00 00 00 00
   895)      4060.0  Rx         0106  8  25 C8 00 00 00 00 00 00
   896)      4060.0  Rx         0197  8  34 00 00 00 00 00 00 00
   897)      4070.0  Rx         0106  8  25 D4 00 00 00 00 00 00
   898)      4070.0  Rx         0197  8  34 00 00 00 00 00 00 00
   899)      4080.0  Rx         0106  8  25 E0 00 00 00 00 00 00
   900)      4080.0  Rx         0197  8  34 00 00 00 00 00 00 00
   901)      4090.0  Rx         0106  8  25 EC 00 00 00 00 00 00
   902)      4090.0  Rx         0197  8  34 00 00 00 00 00 00 00
   903)      4100.0  Rx         0106  8  25 F8 00 00 00 00 00 00
   904)      4100.0  Rx         0197  8  34 00 00 00 00 00 00 00
   905)      4100.0  Rx         0280  8  00 00 7E 50 00 00 00 00
   906)      4100.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   907)      4110.0  Rx         0106  8  26 04 00 00 00 00 00 00
   908)      4110.0  Rx         0197  8  34 00 00 00 00 00 00 00
   909)      4120.0  Rx         0106  8  26 10 00 00 00 00 00 00
   910)      4120.0  Rx         0197  8  34 00 00 00 00 00 00 00
   911)      4130.0  Rx         0106  8  26 1C 00 00 00 00 00 00
   912)      4130.0  Rx         0197  8  35 00 00 00 00 00 00 00
   913)      4140.0  Rx         0106  8  26 28 00 00 00 00 00 00
   914)      4140.0  Rx         0197  8  35 00 00 00 00 00 00 00
   915)      4150.0  Rx         0106  8  26 34 00 00 00 00 00 00
   916)      4150.0  Rx         0197  8  35 00 00 00 00 00 00 00
   917)      4160.0  Rx         0106  8  26 40 00 00 00 00 00 00
   918)      4160.0  Rx         0197  8  35 00 00 00 00 00 00 00
   919)      4170.0  Rx         0106  8  26 4C 00 00 00 00 00 00
   920)      4170.0  Rx         0197  8  35 00 00 00 00 00 00 00
   921)      4180.0  Rx         0106  8  26 58 00 00 00 00 00 00
   922)      4180.0  Rx         0197  8  35 00 00 00 00 00 00 00
   923)      4190.0  Rx         0106  8  26 64 00 00 00 00 00 00
   924)      4190.0  Rx         0197  8  35 00 00 00 00 00 00 00
   925)      4200.0  Rx         0106  8  26 70 00 00 00 00 00 00
   926)      4200.0  Rx         0197  8  35 00 00 00 00 00 00 00
   927)      4200.0  Rx         0280  8  00 00 7F 50 00 00 00 00
   928)      4200.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   929)      4210.0  Rx         0106  8  26 7C 00 00 00 00 00 00
   930)      4210.0  Rx         0197  8  35 00 00 00 00 00 00 00
   931)      4220.0  Rx         0106  8  26 88 00 00 00 00 00 00
   932)      4220.0  Rx         0197  8  35 00 00 00 00 00 00 00
   933)      4230.0  Rx         0106  8  26 94 00 00 00 00 00 00
   934)      4230.0  Rx         0197  8  35 00 00 00 00 00 00 00
   935)      4240.0  Rx         0106  8  26 A0 00 00 00 00 00 00
   936)      4240.0  Rx         0197  8  35 00 00 00 00 00 00 00
   937)      4250.0  Rx         0106  8  26 AC 00 00 00 00 00 00
   938)      4250.0  Rx         0197  8  36 00 00 00 00 00 00 00
   939)      4260.0  Rx         0106  8  26 B8 00 00 00 00 00 00
   940)      4260.0  Rx         0197  8  36 00 00 00 00 00 00 00
   941)      4270.0  Rx         0106  8  26 C4 00 00 00 00 00 00
   942)      4270.0  Rx         0197  8  36 00 00 00 00 00 00 00
   943)      4280.0  Rx         0106  8  26 D0 00 00 00 00 00 00
   944)      4280.0  Rx         0197  8  36 00 00 00 00 00 00 00
   945)      4290.0  Rx         0106  8  26 DC 00 00 00 00 00 00
   946)      4290.0  Rx         0197  8  36 00 00 00 00 00 00 00
   947)      4300.0  Rx         0106  8  26 E8 00 00 00 00 00 00
   948)      4300.0  Rx         0197  8  36 00 00 00 00 00 00 00
   949)      4300.0  Rx         0280  8  00 00 7F 50 00 00 00 00
   950)      4300.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   951)      4310.0  Rx         0106  8  26 F4 00 00 00 00 00 00
   952)      4310.0  Rx         0197  8  36 00 00 00 00 00 00 00
   953)      4320.0  Rx         0106  8  27 00 00 00 00 00 00 00
   954)      4320.0  Rx         0197  8  36 00 00 00 00 00 00 00
   955)      4330.0  Rx         0106  8  27 0C 00 00 00 00 00 00
   956)      4330.0  Rx         0197  8  36 00 00 00 00 00 00 00
   957)      4340.0  Rx         0106  8  27 18 00 00 00 00 00 00
   958)      4340.0  Rx         0197  8  36 00 00 00 00 00 00 00
   959)      4350.0  Rx         0106  8  27 24 00 00 00 00 00 00
   960)      4350.0  Rx         0197  8  36 00 00 00 00 00 00 00
   961)      4360.0  Rx         0106  8  27 30 00 00 00 00 00 00
   962)      4360.0  Rx         0197  8  36 00 00 00 00 00 00 00
   963)      4370.0  Rx         0106  8  27 3C 00 00 00 00 00 00
   964)      4370.0  Rx         0197  8  36 00 00 00 00 00 00 00
   965)      4380.0  Rx         0106  8  27 48 00 00 00 00 00 00
   966)      4380.0  Rx         0197  8  37 00 00 00 00 00 00 00
   967)      4390.0  Rx         0106  8  27 54 00 00 00 00 00 00
   968)      4390.0  Rx         0197  8  37 00 00 00 00 00 00 00
   969)      4400.0  Rx         0106  8  27 60 00 00 00 00 00 00
   970)      4400.0  Rx         0197  8  37 00 00 00 00 00 00 00
   971)      4400.0  Rx         0280  8  00 00 7F 50 00 00 00 00
   972)      4400.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   973)      4410.0  Rx         0106  8  27 6C 00 00 00 00 00 00
   974)      4410.0  Rx         0197  8  37 00 00 00 00 00 00 00
   975)      4420.0  Rx         0106  8  27 78 00 00 00 00 00 00
   976)      4420.0  Rx         0197  8  37 00 00 00 00 00 00 00
   977)      4430.0  Rx         0106  8  27 84 00 00 00 00 00 00
   978)      4430.0  Rx         0197  8  37 00 00 00 00 00 00 00
   979)      4440.0  Rx         0106  8  27 90 00 00 00 00 00 00
   980)      4440.0  Rx         0197  8  37 00 00 00 00 00 00 00
   981)      4450.0  Rx         0106  8  27 9C 00 00 00 00 00 00
   982)      4450.0  Rx         0197  8  37 00 00 00 00 00 00 00
   983)      4460.0  Rx         0106  8  27 A8 00 00 00 00 00 00
   984)      4460.0  Rx         0197  8  37 00 00 00 00 00 00 00
   985)      4470.0  Rx         0106  8  27 B4 00 00 00 00 00 00
   986)      4470.0  Rx         0197  8  37 00 00 00 00 00 00 00
   987)      4480.0  Rx         0106  8  27 C0 00 00 00 00 00 00
   988)      4480.0  Rx         0197  8  37 00 00 00 00 00 00 00
   989)      4490.0  Rx         0106  8  27 CC 00 00 00 00 00 00
   990)      4490.0  Rx         0197  8  37 00 00 00 00 00 00 00
   991)      4500.0  Rx         0106  8  27 D8 00 00 00 00 00 00
   992)      4500.0  Rx         0197  8  38 00 00 00 00 00 00 00
   993)      4500.0  Rx         0280  8  00 00 7F 50 00 00 00 00
   994)      4500.0  Rx         02B5  8  00 00 02 00 00 00 00 00
   995)      4510.0  Rx         0106  8  27 E4 00 00 00 00 00 00
   996)      4510.0  Rx         0197  8  38 00 00 00 00 00 00 00
   997)      4520.0  Rx         0106  8  27 F0 00 00 00 00 00 00
   998)      4520.0  Rx         0197  8  38 00 00 00 00 00 00 00
   999)      4530.0  Rx         0106  8  27 FC 00 00 00 00 00 00
  1000)      4530.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1001)      4540.0  Rx         0106  8  28 08 00 00 00 00 00 00
  1002)      4540.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1003)      4550.0  Rx         0106  8  28 14 00 00 00 00 00 00
  1004)      4550.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1005)      4560.0  Rx         0106  8  28 20 00 00 00 00 00 00
  1006)      4560.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1007)      4570.0  Rx         0106  8  28 2C 00 00 00 00 00 00
  1008)      4570.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1009)      4580.0  Rx         0106  8  28 38 00 00 00 00 00 00
  1010)      4580.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1011)      4590.0  Rx         0106  8  28 44 00 00 00 00 00 00
  1012)      4590.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1013)      4600.0  Rx         0106  8  28 50 00 00 00 00 00 00
  1014)      4600.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1015)      4600.0  Rx         0280  8  00 00 7F 50 00 00 00 00
  1016)      4600.0  Rx         02B5  8  00 00 02 00 00 00 00 00
  1017)      4610.0  Rx         0106  8  28 5C 00 00 00 00 00 00
  1018)      4610.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1019)      4620.0  Rx         0106  8  28 68 00 00 00 00 00 00
  1020)      4620.0  Rx         0197  8  38 00 00 00 00 00 00 00
  1021)      4630.0  Rx         0106  8  28 74 00 00 00 00 00 00
  1022)      4630.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1023)      4640.0  Rx         0106  8  28 80 00 00 00 00 00 00
  1024)      4640.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1025)      4650.0  Rx         0106  8  28 8C 00 00 00 00 00 00
  1026)      4650.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1027)      4660.0  Rx         0106  8  28 98 00 00 00 00 00 00
  1028)      4660.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1029)      4670.0  Rx         0106  8  28 A4 00 00 00 00 00 00
  1030)      4670.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1031)      4680.0  Rx         0106  8  28 B0 00 00 00 00 00 00
  1032)      4680.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1033)      4690.0  Rx         0106  8  28 BC 00 00 00 00 00 00
  1034)      4690.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1035)      4700.0  Rx         0106  8  28 C8 00 00 00 00 00 00
  1036)      4700.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1037)      4700.0  Rx         0280  8  00 00 7F 50 00 00 00 00
  1038)      4700.0  Rx         02B5  8  00 00 02 00 00 00 00 00
  1039)      4710.0  Rx         0106  8  28 D4 00 00 00 00 00 00
  1040)      4710.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1041)      4720.0  Rx         0106  8  28 E0 00 00 00 00 00 00
  1042)      4720.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1043)      4730.0  Rx         0106  8  28 EC 00 00 00 00 00 00
  1044)      4730.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1045)      4740.0  Rx         0106  8  28 F8 00 00 00 00 00 00
  1046)      4740.0  Rx         0197  8  39 00 00 00 00 00 00 00
  1047)      4750.0  Rx         0106  8  29 04 00 00 00 00 00 00
  1048)      4750.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1049)      4760.0  Rx         0106  8  29 10 00 00 00 00 00 00
  1050)      4760.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1051)      4770.0  Rx         0106  8  29 1C 00 00 00 00 00 00
  1052)      4770.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1053)      4780.0  Rx         0106  8  29 28 00 00 00 00 00 00
  1054)      4780.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1055)      4790.0  Rx         0106  8  29 34 00 00 00 00 00 00
  1056)      4790.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1057)      4800.0  Rx         0106  8  29 40 00 00 00 00 00 00
  1058)      4800.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1059)      4800.0  Rx         0280  8  00 00 7F 50 00 00 00 00
  1060)      4800.0  Rx         02B5  8  00 00 02 00 00 00 00 00
  1061)      4810.0  Rx         0106  8  29 4C 00 00 00 00 00 00
  1062)      4810.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1063)      4820.0  Rx         0106  8  29 58 00 00 00 00 00 00
  1064)      4820.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1065)      4830.0  Rx         0106  8  29 64 00 00 00 00 00 00
  1066)      4830.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1067)      4840.0  Rx         0106  8  29 70 00 00 00 00 00 00
  1068)      4840.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1069)      4850.0  Rx         0106  8  29 7C 00 00 00 00 00 00
  1070)      4850.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1071)      4860.0  Rx         0106  8  29 88 00 00 00 00 00 00
  1072)      4860.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1073)      4870.0  Rx         0106  8  29 94 00 00 00 00 00 00
  1074)      4870.0  Rx         0197  8  3A 00 00 00 00 00 00 00
  1075)      4880.0  Rx         0106  8  29 A0 00 00 00 00 00 00
  1076)      4880.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1077)      4890.0  Rx         0106  8  29 AC 00 00 00 00 00 00
  1078)      4890.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1079)      4900.0  Rx         0106  8  29 B8 00 00 00 00 00 00
  1080)      4900.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1081)      4900.0  Rx         0280  8  00 00 7F 50 00 00 00 00
  1082)      4900.0  Rx         02B5  8  00 00 02 00 00 00 00 00
  1083)      4910.0  Rx         0106  8  29 C4 00 00 00 00 00 00
  1084)      4910.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1085)      4920.0  Rx         0106  8  29 D0 00 00 00 00 00 00
  1086)      4920.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1087)      4930.0  Rx         0106  8  29 DC 00 00 00 00 00 00
  1088)      4930.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1089)      4940.0  Rx         0106  8  29 E8 00 00 00 00 00 00
  1090)      4940.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1091)      4950.0  Rx         0106  8  29 F4 00 00 00 00 00 00
  1092)      4950.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1093)      4960.0  Rx         0106  8  2A 00 00 00 00 00 00 00
  1094)      4960.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1095)      4970.0  Rx         0106  8  2A 0C 00 00 00 00 00 00
  1096)      4970.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1097)      4980.0  Rx         0106  8  2A 18 00 00 00 00 00 00
  1098)      4980.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1099)      4990.0  Rx         0106  8  2A 24 00 00 00 00 00 00
  1100)      4990.0  Rx         0197  8  3B 00 00 00 00 00 00 00
  1101)      5000.0  Rx         0106  8  2A 30 00 00 00 00 00 00
  1102)      5000.0  Rx         0197  8  3C 00 00 00 00 00 00 00
  1103)      5000.0  Rx         0280  8  00 00 80 50 00 00 00 00
  1104)      5000.0  Rx         02B5  8  00 00 02 00 00 00 00 00
